codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
93,9741,9 de Julio,San Juan,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,MA,29-9585615,2023-11-05,2025-05-16,-31.027205,-63.521138,CEX,0.0,GROCERY,3
100,9502,Monteros,Tucumán,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,JU,37-0969347,2024-10-19,2025-05-16,-30.077367,-58.186447,CEX,0.0,RESTAURANTE,3
97,3202,Unión,San Luis,I,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,MA,37-2971745,2024-01-07,2025-05-16,-53.738142,-67.334179,CEX,0.0,HOTEL,3
80,2669,Justo Daract,San Luis,I,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,DO,26-6459007,2023-11-24,2025-05-16,-31.935304,-63.88677,CEX,0.0,KIOSK,3
94,7362,Puerto Iguazú,Misiones,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,DO,38-6467572,2024-02-26,2025-05-16,-33.286389,-68.173605,CEX,8671.7,RESTAURANTE,3
81,7495,Pirané,Formosa,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,DO,38-5044841,2024-08-06,2025-05-16,-28.286345,-57.448198,EFE,0.0,KIOSK,3
83,3224,San Martín,Mendoza,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,JU,29-5760870,2025-01-23,2025-05-16,-53.901163,-67.112845,CEX,0.0,GROCERY,3
77,9040,Palpalá,Jujuy,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,DO,34-3238844,2024-09-23,2025-05-16,-25.140984,-54.974216,CEX,4392.55,TEA,3
83,4263,Pocito,San Juan,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,MA,38-0595279,2024-12-26,2025-05-16,-38.642127,-70.025221,EFE,8769.61,HORECA,3
93,2107,Tres Arroyos,Buenos Aires,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MI,29-0335083,2024-04-25,2025-05-16,-30.145951,-59.558033,CEX,0.0,RECREATIONAL,3
