codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
77,3337,Chilecito,La Rioja,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,LU,29-9585615,2023-11-05,2025-05-28,-31.027205,-63.521138,EFE,0.0,GROCERY,3
93,8379,Jesús María,Córdoba,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,DO,37-0969347,2024-10-19,2025-05-28,-30.077367,-58.186447,CEX,3716.14,RESTAURANTE,3
100,5692,Jesús María,Córdoba,I,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,LU,37-2971745,2024-01-07,2025-05-28,-53.738142,-67.334179,CEX,2883.42,HOTEL,3
94,3201,Gualeguay,Entre Ríos,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,JU,26-6459007,2023-11-24,2025-05-28,-31.935304,-63.88677,EFE,0.0,KIOSK,3
86,2425,Jardín América,Misiones,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,JU,38-6467572,2024-02-26,2025-05-28,-33.286389,-68.173605,CEX,1666.31,RESTAURANTE,3
88,6187,Gobernador Gregores,Santa Cruz,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,JU,38-5044841,2024-08-06,2025-05-28,-28.286345,-57.448198,EFE,0.0,KIOSK,3
84,8490,Campo Quijano,Salta,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,LU,29-5760870,2025-01-23,2025-05-28,-53.901163,-67.112845,EFE,0.0,GROCERY,3
97,7937,Rivadavia,San Juan,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,SA,34-3238844,2024-09-23,2025-05-28,-25.140984,-54.974216,CEX,6742.83,TEA,3
85,2262,Ushuaia,Tierra del Fuego,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,DO,38-0595279,2024-12-26,2025-05-28,-38.642127,-70.025221,CEX,0.0,HORECA,3
99,4852,Tilisarao,San Luis,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,JU,29-0335083,2024-04-25,2025-05-28,-30.145951,-59.558033,EFE,0.0,RECREATIONAL,3
