codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
97,9302,Río Grande,Tierra del Fuego,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,LU,29-9585615,2023-11-05,2025-04-13,-31.027205,-63.521138,EFE,0.0,GROCERY,3
100,9566,Sunchales,Santa Fe,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,MI,37-0969347,2024-10-19,2025-04-13,-30.077367,-58.186447,CEX,0.0,RESTAURANTE,3
83,8211,Concarán,San Luis,I,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,DO,37-2971745,2024-01-07,2025-04-13,-53.738142,-67.334179,EFE,0.0,HOTEL,3
79,5168,Centenario,Neuquén,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,DO,26-6459007,2023-11-24,2025-04-13,-31.935304,-63.88677,CEX,5852.52,KIOSK,3
97,8546,Esquina,Corrientes,I,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,JU,38-6467572,2024-02-26,2025-04-13,-33.286389,-68.173605,EFE,0.0,RESTAURANTE,3
82,1062,San Luis,San Luis,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,VI,38-5044841,2024-08-06,2025-04-13,-28.286345,-57.448198,EFE,9001.55,KIOSK,3
96,5821,Rosario,Santa Fe,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,VI,29-5760870,2025-01-23,2025-04-13,-53.901163,-67.112845,CEX,6026.74,GROCERY,3
92,6472,San Luis,San Luis,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,DO,34-3238844,2024-09-23,2025-04-13,-25.140984,-54.974216,CEX,0.0,TEA,3
77,8116,Guaymallén,Mendoza,I,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,DO,38-0595279,2024-12-26,2025-04-13,-38.642127,-70.025221,EFE,1370.26,HORECA,3
100,6149,Aristóbulo del Valle,Misiones,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,JU,29-0335083,2024-04-25,2025-04-13,-30.145951,-59.558033,EFE,0.0,RECREATIONAL,3
