codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
85,1941,Esperanza,Santa Fe,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,DO,29-9585615,2023-11-05,2025-05-19,-31.027205,-63.521138,CEX,0.0,GROCERY,3
93,7808,Monteros,Tucumán,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,DO,37-0969347,2024-10-19,2025-05-19,-30.077367,-58.186447,CEX,0.0,RESTAURANTE,3
91,3607,Cipolletti,Río Negro,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,JU,37-2971745,2024-01-07,2025-05-19,-53.738142,-67.334179,EFE,0.0,HOTEL,3
98,1225,Santiago del Estero,Santiago del Estero,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,MI,26-6459007,2023-11-24,2025-05-19,-31.935304,-63.88677,CEX,1632.17,KIOSK,3
94,5254,Fiambalá,Catamarca,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,MA,38-6467572,2024-02-26,2025-05-19,-33.286389,-68.173605,CEX,9555.26,RESTAURANTE,3
91,7930,Concarán,San Luis,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,SA,38-5044841,2024-08-06,2025-05-19,-28.286345,-57.448198,EFE,1061.35,KIOSK,3
84,7935,Laguna Blanca,Formosa,I,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,DO,29-5760870,2025-01-23,2025-05-19,-53.901163,-67.112845,CEX,3523.55,GROCERY,3
86,8520,Necochea,Buenos Aires,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,LU,34-3238844,2024-09-23,2025-05-19,-25.140984,-54.974216,CEX,0.0,TEA,3
95,7959,Chilecito,La Rioja,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,MI,38-0595279,2024-12-26,2025-05-19,-38.642127,-70.025221,EFE,7448.1,HORECA,3
85,2407,Río Grande,Tierra del Fuego,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,VI,29-0335083,2024-04-25,2025-05-19,-30.145951,-59.558033,CEX,0.0,RECREATIONAL,3
