codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
81,4661,Maipú,Mendoza,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,DO,29-9585615,2023-11-05,2025-04-22,-31.027205,-63.521138,CEX,0.0,GROCERY,3
92,1405,Villa Dolores,Córdoba,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,SA,37-0969347,2024-10-19,2025-04-22,-30.077367,-58.186447,EFE,2335.75,RESTAURANTE,3
91,4382,Campana,Buenos Aires,I,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,SA,37-2971745,2024-01-07,2025-04-22,-53.738142,-67.334179,EFE,9445.42,HOTEL,3
84,9942,Bell Ville,Córdoba,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,MA,26-6459007,2023-11-24,2025-04-22,-31.935304,-63.88677,CEX,8741.95,KIOSK,3
97,6030,Puerto Deseado,Santa Cruz,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,MI,38-6467572,2024-02-26,2025-04-22,-33.286389,-68.173605,CEX,0.0,RESTAURANTE,3
85,8531,Campana,Buenos Aires,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,MA,38-5044841,2024-08-06,2025-04-22,-28.286345,-57.448198,CEX,0.0,KIOSK,3
86,8109,Añatuya,Santiago del Estero,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,MI,29-5760870,2025-01-23,2025-04-22,-53.901163,-67.112845,EFE,0.0,GROCERY,3
97,6874,Ushuaia,Tierra del Fuego,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,JU,34-3238844,2024-09-23,2025-04-22,-25.140984,-54.974216,EFE,5689.32,TEA,3
90,9485,Jesús María,Córdoba,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,MA,38-0595279,2024-12-26,2025-04-22,-38.642127,-70.025221,EFE,3951.8,HORECA,3
98,7374,Villa La Angostura,Neuquén,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MA,29-0335083,2024-04-25,2025-04-22,-30.145951,-59.558033,CEX,6594.31,RECREATIONAL,3
