codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
84,6737,Jesús María,Córdoba,I,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,MA,29-9585615,2023-11-05,2025-04-15,-31.027205,-63.521138,CEX,8454.62,GROCERY,3
80,7164,Fraile Pintado,Jujuy,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,MA,37-0969347,2024-10-19,2025-04-15,-30.077367,-58.186447,EFE,0.0,RESTAURANTE,3
76,5304,Gaiman,Chubut,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,JU,37-2971745,2024-01-07,2025-04-15,-53.738142,-67.334179,CEX,0.0,HOTEL,3
93,4808,Rawson,San Juan,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,MI,26-6459007,2023-11-24,2025-04-15,-31.935304,-63.88677,CEX,0.0,KIOSK,3
95,6925,Villa Carlos Paz,Córdoba,I,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,LU,38-6467572,2024-02-26,2025-04-15,-33.286389,-68.173605,EFE,0.0,RESTAURANTE,3
81,3313,Tafí Viejo,Tucumán,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,VI,38-5044841,2024-08-06,2025-04-15,-28.286345,-57.448198,CEX,7086.98,KIOSK,3
88,3601,Vinchina,La Rioja,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,MI,29-5760870,2025-01-23,2025-04-15,-53.901163,-67.112845,CEX,4341.6,GROCERY,3
78,4312,San Fernando del Valle de Catamarca,Catamarca,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,JU,34-3238844,2024-09-23,2025-04-15,-25.140984,-54.974216,CEX,0.0,TEA,3
81,2624,Yerba Buena,Tucumán,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,DO,38-0595279,2024-12-26,2025-04-15,-38.642127,-70.025221,EFE,3185.09,HORECA,3
89,3723,Luján de Cuyo,Mendoza,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MI,29-0335083,2024-04-25,2025-04-15,-30.145951,-59.558033,CEX,0.0,RECREATIONAL,3
