codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
95,9921,Monteros,Tucumán,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,MI,29-9585615,2023-11-05,2025-06-09,-31.027205,-63.521138,CEX,3207.25,GROCERY,3
87,1367,Río Tercero,Córdoba,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,JU,37-0969347,2024-10-19,2025-06-09,-30.077367,-58.186447,CEX,7347.97,RESTAURANTE,3
89,4355,Oberá,Misiones,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,MI,37-2971745,2024-01-07,2025-06-09,-53.738142,-67.334179,EFE,4715.77,HOTEL,3
76,9022,Rivadavia,Mendoza,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,JU,26-6459007,2023-11-24,2025-06-09,-31.935304,-63.88677,EFE,0.0,KIOSK,3
97,6579,Las Breñas,Chaco,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,JU,38-6467572,2024-02-26,2025-06-09,-33.286389,-68.173605,EFE,2655.78,RESTAURANTE,3
88,8326,Zapala,Neuquén,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,VI,38-5044841,2024-08-06,2025-06-09,-28.286345,-57.448198,CEX,0.0,KIOSK,3
91,8824,Fraile Pintado,Jujuy,I,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,SA,29-5760870,2025-01-23,2025-06-09,-53.901163,-67.112845,CEX,0.0,GROCERY,3
99,4455,Lules,Tucumán,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,DO,34-3238844,2024-09-23,2025-06-09,-25.140984,-54.974216,CEX,4683.68,TEA,3
80,1904,Concarán,San Luis,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,MI,38-0595279,2024-12-26,2025-06-09,-38.642127,-70.025221,CEX,0.0,HORECA,3
82,1932,Comodoro Rivadavia,Chubut,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,DO,29-0335083,2024-04-25,2025-06-09,-30.145951,-59.558033,EFE,1257.93,RECREATIONAL,3
