codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
98,9635,Neuquén,Neuquén,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,VI,29-9585615,2023-11-05,2025-04-16,-31.027205,-63.521138,CEX,0.0,GROCERY,3
98,8472,Villa La Angostura,Neuquén,A,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,MI,37-0969347,2024-10-19,2025-04-16,-30.077367,-58.186447,EFE,0.0,RESTAURANTE,3
92,5876,Puerto Iguazú,Misiones,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,SA,37-2971745,2024-01-07,2025-04-16,-53.738142,-67.334179,CEX,0.0,HOTEL,3
90,6058,Villa Sanagasta,La Rioja,I,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,DO,26-6459007,2023-11-24,2025-04-16,-31.935304,-63.88677,EFE,0.0,KIOSK,3
86,7442,Mar del Plata,Buenos Aires,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,JU,38-6467572,2024-02-26,2025-04-16,-33.286389,-68.173605,EFE,0.0,RESTAURANTE,3
76,6167,San Salvador de Jujuy,Jujuy,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,SA,38-5044841,2024-08-06,2025-04-16,-28.286345,-57.448198,EFE,3468.46,KIOSK,3
80,6901,Tolhuin,Tierra del Fuego,A,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,VI,29-5760870,2025-01-23,2025-04-16,-53.901163,-67.112845,EFE,7037.03,GROCERY,3
85,8970,Puerto San Julián,Santa Cruz,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,DO,34-3238844,2024-09-23,2025-04-16,-25.140984,-54.974216,EFE,0.0,TEA,3
92,8273,Monte Caseros,Corrientes,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,SA,38-0595279,2024-12-26,2025-04-16,-38.642127,-70.025221,EFE,1608.32,HORECA,3
99,2632,Cafayate,Salta,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MA,29-0335083,2024-04-25,2025-04-16,-30.145951,-59.558033,CEX,9735.53,RECREATIONAL,3
