codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
76,9005,Esperanza,Santa Fe,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,DO,29-9585615,2023-11-05,2025-05-31,-31.027205,-63.521138,CEX,0.0,GROCERY,3
93,6207,Rawson,San Juan,I,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,LU,37-0969347,2024-10-19,2025-05-31,-30.077367,-58.186447,CEX,0.0,RESTAURANTE,3
77,7951,Curuzú Cuatiá,Corrientes,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,LU,37-2971745,2024-01-07,2025-05-31,-53.738142,-67.334179,EFE,0.0,HOTEL,3
76,8435,Villa Ángela,Chaco,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,MI,26-6459007,2023-11-24,2025-05-31,-31.935304,-63.88677,EFE,7121.41,KIOSK,3
85,7001,Guaymallén,Mendoza,I,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,MI,38-6467572,2024-02-26,2025-05-31,-33.286389,-68.173605,CEX,0.0,RESTAURANTE,3
90,2981,Paraná,Entre Ríos,A,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,MI,38-5044841,2024-08-06,2025-05-31,-28.286345,-57.448198,CEX,0.0,KIOSK,3
83,6881,Santiago del Estero,Santiago del Estero,I,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,DO,29-5760870,2025-01-23,2025-05-31,-53.901163,-67.112845,EFE,0.0,GROCERY,3
91,5455,Villa General Güemes,Formosa,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,MI,34-3238844,2024-09-23,2025-05-31,-25.140984,-54.974216,CEX,0.0,TEA,3
99,3543,Villa Unión,La Rioja,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,DO,38-0595279,2024-12-26,2025-05-31,-38.642127,-70.025221,EFE,6233.11,HORECA,3
97,8346,Paso de los Libres,Corrientes,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MI,29-0335083,2024-04-25,2025-05-31,-30.145951,-59.558033,CEX,0.0,RECREATIONAL,3
