codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
95,1539,El Carmen,Jujuy,A,Vernon Gang,20302517714,Comercial Sur,Calle Belgrano N° 166,DO,29-9585615,2023-11-05,2025-05-24,-31.027205,-63.521138,CEX,0.0,GROCERY,3
88,6317,Quimilí,Santiago del Estero,I,Terrence Jacko,30070311823,Comercial Sur,Diagonal Tucumán N° 943,MA,37-0969347,2024-10-19,2025-05-24,-30.077367,-58.186447,EFE,0.0,RESTAURANTE,3
79,8706,Cafayate,Salta,A,Scott Schulte,20300970890,Distribuidora Central,Calle 8 N° 34,JU,37-2971745,2024-01-07,2025-05-24,-53.738142,-67.334179,CEX,0.0,HOTEL,3
91,7468,Zárate,Buenos Aires,A,Leeanna Holmes,20587416133,Comercial Oeste,Blv. Chubut N° 797,MA,26-6459007,2023-11-24,2025-05-24,-31.935304,-63.88677,EFE,0.0,KIOSK,3
81,6795,Belgramo,Catamarca,A,Douglas Warren,20287983929,Distribuidora Sur,Calle 9 N° 795,MA,38-6467572,2024-02-26,2025-05-24,-33.286389,-68.173605,EFE,5508.53,RESTAURANTE,3
78,3415,Rivadavia,San Juan,I,Betty Silverstein,27957086486,Distribuidora Norte,Avenida La Rioja N° 271,MA,38-5044841,2024-08-06,2025-05-24,-28.286345,-57.448198,EFE,0.0,KIOSK,3
81,8803,Lamarque,Río Negro,I,Peggy Lorraine,34644960571,Comercial Este,Avenida Belgrano N° 703,MI,29-5760870,2025-01-23,2025-05-24,-53.901163,-67.112845,EFE,8984.82,GROCERY,3
87,2160,Villa Unión,La Rioja,A,Carolina Wright,33931735657,Comercial Este,Avenida Neuquén N° 63,VI,34-3238844,2024-09-23,2025-05-24,-25.140984,-54.974216,CEX,4524.94,TEA,3
80,3305,Aristóbulo del Valle,Misiones,A,Pedro Adkins,23539885796,Almacén Oeste,Calle 1 N° 379,SA,38-0595279,2024-12-26,2025-05-24,-38.642127,-70.025221,CEX,0.0,HORECA,3
82,1237,Río Turbio,Santa Cruz,A,Gary Griffith,23686287840,Comercial Central,Calle J.J. Castelli N° 179,MI,29-0335083,2024-04-25,2025-05-24,-30.145951,-59.558033,CEX,0.0,RECREATIONAL,3
