codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
120,9239,Formosa,Formosa,I,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,MA,29-2385856,2023-12-05,2025-05-12,-30.557701,-66.61774,CEX,7706.95,SHOPPING,4
120,4530,Machagai,Chaco,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,LU,29-5004481,2024-03-04,2025-05-12,-42.501896,-69.27095,CEX,0.0,HORECA,4
114,9398,Godoy Cruz,Mendoza,I,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,LU,36-9306503,2024-03-06,2025-05-12,-33.784634,-66.481973,CEX,5049.11,AIRPORT,4
122,4246,Santa Rosa,Catamarca,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,MI,29-7629384,2025-05-14,2025-05-12,-44.996329,-69.922706,CEX,8665.36,PETROL,4
104,3534,Cipolletti,Río Negro,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,JU,17-3918506,2025-05-23,2025-05-12,-44.531089,-67.991183,CEX,0.0,HORECA,4
104,3257,Campo Quijano,Salta,I,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,DO,38-3810704,2024-09-02,2025-05-12,-26.745353,-65.286984,EFE,0.0,HORECA,4
120,5417,Necochea,Buenos Aires,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,SA,34-0212631,2023-06-13,2025-05-12,-53.939787,-67.050701,EFE,5862.07,AIRPORT,4
119,9653,Chepes,La Rioja,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,MI,37-1108217,2024-04-13,2025-05-12,-44.137927,-69.846301,CEX,5472.58,PETROL,4
116,4012,Sarmiento,Chubut,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,MA,38-0119566,2025-02-18,2025-05-12,-26.20309,-65.664963,EFE,0.0,RECREATIONAL,4
121,9354,Viedma,Río Negro,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,VI,26-7193830,2023-10-06,2025-05-12,-29.838616,-66.5526,EFE,5911.48,GROCERY,4
