codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
120,7074,Añatuya,Santiago del Estero,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,VI,29-2385856,2023-12-05,2025-05-21,-30.557701,-66.61774,EFE,0.0,SHOPPING,4
112,8536,Cafayate,Salta,I,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,LU,29-5004481,2024-03-04,2025-05-21,-42.501896,-69.27095,CEX,4598.65,HORECA,4
118,2437,La Rioja,La Rioja,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,MA,36-9306503,2024-03-06,2025-05-21,-33.784634,-66.481973,EFE,0.0,AIRPORT,4
114,1480,Río Gallegos,Santa Cruz,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,MI,29-7629384,2025-05-14,2025-05-21,-44.996329,-69.922706,EFE,4584.99,PETROL,4
119,9201,Monteros,Tucumán,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,JU,17-3918506,2025-05-23,2025-05-21,-44.531089,-67.991183,EFE,8234.2,HORECA,4
118,2146,Justo Daract,San Luis,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,MA,38-3810704,2024-09-02,2025-05-21,-26.745353,-65.286984,EFE,0.0,HORECA,4
106,8250,La Rioja,La Rioja,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,LU,34-0212631,2023-06-13,2025-05-21,-53.939787,-67.050701,EFE,1247.36,AIRPORT,4
101,6296,Las Breñas,Chaco,I,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,DO,37-1108217,2024-04-13,2025-05-21,-44.137927,-69.846301,EFE,0.0,PETROL,4
124,7505,Pico Truncado,Santa Cruz,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,SA,38-0119566,2025-02-18,2025-05-21,-26.20309,-65.664963,CEX,2237.7,RECREATIONAL,4
110,4453,Villaguay,Entre Ríos,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,SA,26-7193830,2023-10-06,2025-05-21,-29.838616,-66.5526,EFE,7275.02,GROCERY,4
