codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
124,6464,Villa Sanagasta,La Rioja,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,JU,29-2385856,2023-12-05,2025-05-06,-30.557701,-66.61774,CEX,6589.99,SHOPPING,4
123,3560,Cipolletti,Río Negro,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,JU,29-5004481,2024-03-04,2025-05-06,-42.501896,-69.27095,CEX,0.0,HORECA,4
114,3502,Río Grande,Tierra del Fuego,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,DO,36-9306503,2024-03-06,2025-05-06,-33.784634,-66.481973,EFE,0.0,AIRPORT,4
113,6957,Villa Ángela,Chaco,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,MI,29-7629384,2025-05-14,2025-05-06,-44.996329,-69.922706,EFE,0.0,PETROL,4
116,4911,Río Grande,Tierra del Fuego,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,SA,17-3918506,2025-05-23,2025-05-06,-44.531089,-67.991183,EFE,0.0,HORECA,4
115,6665,Maipú,Mendoza,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,MA,38-3810704,2024-09-02,2025-05-06,-26.745353,-65.286984,CEX,0.0,HORECA,4
107,7795,Campana,Buenos Aires,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,JU,34-0212631,2023-06-13,2025-05-06,-53.939787,-67.050701,EFE,0.0,AIRPORT,4
109,9852,Tilcara,Jujuy,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,VI,37-1108217,2024-04-13,2025-05-06,-44.137927,-69.846301,CEX,0.0,PETROL,4
104,5996,Villa Carlos Paz,Córdoba,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,VI,38-0119566,2025-02-18,2025-05-06,-26.20309,-65.664963,CEX,0.0,RECREATIONAL,4
125,8128,Calingasta,San Juan,I,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,VI,26-7193830,2023-10-06,2025-05-06,-29.838616,-66.5526,CEX,8287.17,GROCERY,4
