codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
102,7252,Puerto Rico,Misiones,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,JU,29-2385856,2023-12-05,2025-05-30,-30.557701,-66.61774,EFE,0.0,SHOPPING,4
109,3147,Villa Carlos Paz,Córdoba,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,DO,29-5004481,2024-03-04,2025-05-30,-42.501896,-69.27095,EFE,0.0,HORECA,4
112,1348,Zapala,Neuquén,I,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,LU,36-9306503,2024-03-06,2025-05-30,-33.784634,-66.481973,CEX,4021.37,AIRPORT,4
122,4110,Chos Malal,Neuquén,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,LU,29-7629384,2025-05-14,2025-05-30,-44.996329,-69.922706,EFE,7024.56,PETROL,4
110,7336,Banda del Río Salí,Tucumán,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,MI,17-3918506,2025-05-23,2025-05-30,-44.531089,-67.991183,EFE,8709.91,HORECA,4
104,3755,Puerto Iguazú,Misiones,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,SA,38-3810704,2024-09-02,2025-05-30,-26.745353,-65.286984,CEX,0.0,HORECA,4
107,2040,Salta,Salta,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,JU,34-0212631,2023-06-13,2025-05-30,-53.939787,-67.050701,EFE,0.0,AIRPORT,4
109,8674,Rafaela,Santa Fe,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,DO,37-1108217,2024-04-13,2025-05-30,-44.137927,-69.846301,EFE,0.0,PETROL,4
111,3798,Villa Constitución,Santa Fe,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,LU,38-0119566,2025-02-18,2025-05-30,-26.20309,-65.664963,EFE,2703.55,RECREATIONAL,4
105,3305,Puerto Deseado,Santa Cruz,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,SA,26-7193830,2023-10-06,2025-05-30,-29.838616,-66.5526,EFE,0.0,GROCERY,4
