codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
107,1660,Ushuaia,Tierra del Fuego,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,VI,29-2385856,2023-12-05,2025-05-08,-30.557701,-66.61774,EFE,4164.49,SHOPPING,4
118,4597,Tilisarao,San Luis,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,LU,29-5004481,2024-03-04,2025-05-08,-42.501896,-69.27095,CEX,0.0,HORECA,4
102,5088,Rivadavia,Mendoza,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,MA,36-9306503,2024-03-06,2025-05-08,-33.784634,-66.481973,CEX,5052.23,AIRPORT,4
107,9467,Ushuaia,Tierra del Fuego,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,MI,29-7629384,2025-05-14,2025-05-08,-44.996329,-69.922706,CEX,0.0,PETROL,4
124,8462,Cerrillos,Salta,I,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,MI,17-3918506,2025-05-23,2025-05-08,-44.531089,-67.991183,EFE,3685.83,HORECA,4
116,1725,Monte Caseros,Corrientes,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,JU,38-3810704,2024-09-02,2025-05-08,-26.745353,-65.286984,EFE,3064.62,HORECA,4
105,8533,Machagai,Chaco,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,MA,34-0212631,2023-06-13,2025-05-08,-53.939787,-67.050701,CEX,0.0,AIRPORT,4
121,6350,Pico Truncado,Santa Cruz,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,JU,37-1108217,2024-04-13,2025-05-08,-44.137927,-69.846301,EFE,6894.92,PETROL,4
112,1843,Resistencia,Chaco,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,LU,38-0119566,2025-02-18,2025-05-08,-26.20309,-65.664963,CEX,2775.6,RECREATIONAL,4
106,3068,Justo Daract,San Luis,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,MI,26-7193830,2023-10-06,2025-05-08,-29.838616,-66.5526,EFE,4262.69,GROCERY,4
