codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
123,6955,San Francisco,Córdoba,I,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,JU,29-2385856,2023-12-05,2025-05-25,-30.557701,-66.61774,EFE,0.0,SHOPPING,4
107,9023,Rosario de Lerma,Salta,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,DO,29-5004481,2024-03-04,2025-05-25,-42.501896,-69.27095,CEX,0.0,HORECA,4
112,5541,Río Grande,Tierra del Fuego,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,DO,36-9306503,2024-03-06,2025-05-25,-33.784634,-66.481973,EFE,8207.31,AIRPORT,4
113,6055,Termas de Río Hondo,Santiago del Estero,I,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,JU,29-7629384,2025-05-14,2025-05-25,-44.996329,-69.922706,EFE,0.0,PETROL,4
124,1750,Bell Ville,Córdoba,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,VI,17-3918506,2025-05-23,2025-05-25,-44.531089,-67.991183,CEX,0.0,HORECA,4
116,6267,San Vicente,Misiones,I,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,SA,38-3810704,2024-09-02,2025-05-25,-26.745353,-65.286984,EFE,2112.51,HORECA,4
109,5004,Río Gallegos,Santa Cruz,I,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,SA,34-0212631,2023-06-13,2025-05-25,-53.939787,-67.050701,EFE,9511.37,AIRPORT,4
114,1474,Esquel,Chubut,I,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,DO,37-1108217,2024-04-13,2025-05-25,-44.137927,-69.846301,CEX,0.0,PETROL,4
101,3841,Famatina,La Rioja,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,DO,38-0119566,2025-02-18,2025-05-25,-26.20309,-65.664963,CEX,3250.39,RECREATIONAL,4
119,3131,Perito Moreno,Santa Cruz,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,JU,26-7193830,2023-10-06,2025-05-25,-29.838616,-66.5526,EFE,0.0,GROCERY,4
