codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
122,2080,Recreo,Catamarca,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,LU,29-2385856,2023-12-05,2025-04-21,-30.557701,-66.61774,EFE,2749.45,SHOPPING,4
104,7381,Paso de los Libres,Corrientes,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,LU,29-5004481,2024-03-04,2025-04-21,-42.501896,-69.27095,CEX,0.0,HORECA,4
124,1385,Monte Caseros,Corrientes,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,VI,36-9306503,2024-03-06,2025-04-21,-33.784634,-66.481973,CEX,4189.63,AIRPORT,4
103,5037,Tunuyán,Mendoza,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,SA,29-7629384,2025-05-14,2025-04-21,-44.996329,-69.922706,CEX,5641.04,PETROL,4
125,3362,Famaillá,Tucumán,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,JU,17-3918506,2025-05-23,2025-04-21,-44.531089,-67.991183,CEX,5341.16,HORECA,4
119,4938,Aimogasta,La Rioja,I,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,LU,38-3810704,2024-09-02,2025-04-21,-26.745353,-65.286984,CEX,0.0,HORECA,4
124,9505,Venado Tuerto,Santa Fe,I,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,VI,34-0212631,2023-06-13,2025-04-21,-53.939787,-67.050701,CEX,5225.2,AIRPORT,4
109,6702,San Martín de los Andes,Neuquén,I,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,LU,37-1108217,2024-04-13,2025-04-21,-44.137927,-69.846301,CEX,2357.5,PETROL,4
105,5994,Puerto Iguazú,Misiones,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,SA,38-0119566,2025-02-18,2025-04-21,-26.20309,-65.664963,CEX,7445.09,RECREATIONAL,4
111,3628,Río Gallegos,Santa Cruz,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,JU,26-7193830,2023-10-06,2025-04-21,-29.838616,-66.5526,EFE,2415.8,GROCERY,4
