codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
115,4293,Metán,Salta,I,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,MI,29-2385856,2023-12-05,2025-04-30,-30.557701,-66.61774,CEX,0.0,SHOPPING,4
101,4672,Santa Lucía,San Juan,I,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,LU,29-5004481,2024-03-04,2025-04-30,-42.501896,-69.27095,CEX,0.0,HORECA,4
113,8946,Aguaray,Salta,I,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,DO,36-9306503,2024-03-06,2025-04-30,-33.784634,-66.481973,CEX,3557.32,AIRPORT,4
122,8708,Corrientes,Corrientes,I,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,SA,29-7629384,2025-05-14,2025-04-30,-44.996329,-69.922706,EFE,8101.28,PETROL,4
114,1838,Concarán,San Luis,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,LU,17-3918506,2025-05-23,2025-04-30,-44.531089,-67.991183,CEX,0.0,HORECA,4
105,6851,San Pedro de Jujuy,Jujuy,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,MA,38-3810704,2024-09-02,2025-04-30,-26.745353,-65.286984,EFE,0.0,HORECA,4
121,8828,Río Turbio,Santa Cruz,A,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,MI,34-0212631,2023-06-13,2025-04-30,-53.939787,-67.050701,CEX,0.0,AIRPORT,4
120,9192,Pomán,Catamarca,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,DO,37-1108217,2024-04-13,2025-04-30,-44.137927,-69.846301,EFE,2190.27,PETROL,4
107,6466,San Juan,San Juan,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,MI,38-0119566,2025-02-18,2025-04-30,-26.20309,-65.664963,EFE,0.0,RECREATIONAL,4
111,6011,Apostoles,Misiones,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,DO,26-7193830,2023-10-06,2025-04-30,-29.838616,-66.5526,CEX,0.0,GROCERY,4
