codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
108,6007,Puerto Madryn,Chubut,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,DO,29-2385856,2023-12-05,2025-04-13,-30.557701,-66.61774,CEX,2767.83,SHOPPING,4
101,9258,Termas de Río Hondo,Santiago del Estero,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,MI,29-5004481,2024-03-04,2025-04-13,-42.501896,-69.27095,CEX,0.0,HORECA,4
120,1560,Simoca,Tucumán,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,MA,36-9306503,2024-03-06,2025-04-13,-33.784634,-66.481973,EFE,0.0,AIRPORT,4
102,2549,9 de Julio,San Juan,A,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,JU,29-7629384,2025-05-14,2025-04-13,-44.996329,-69.922706,EFE,0.0,PETROL,4
105,6870,Guaymallén,Mendoza,A,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,MA,17-3918506,2025-05-23,2025-04-13,-44.531089,-67.991183,EFE,0.0,HORECA,4
107,7106,Esquel,Chubut,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,MA,38-3810704,2024-09-02,2025-04-13,-26.745353,-65.286984,CEX,0.0,HORECA,4
124,1620,Villa Regina,Río Negro,I,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,SA,34-0212631,2023-06-13,2025-04-13,-53.939787,-67.050701,CEX,0.0,AIRPORT,4
119,7050,Río Turbio,Santa Cruz,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,MA,37-1108217,2024-04-13,2025-04-13,-44.137927,-69.846301,CEX,8436.76,PETROL,4
101,4264,San Luis,San Luis,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,SA,38-0119566,2025-02-18,2025-04-13,-26.20309,-65.664963,CEX,4388.69,RECREATIONAL,4
111,7322,Leandro N. Alem,Misiones,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,MI,26-7193830,2023-10-06,2025-04-13,-29.838616,-66.5526,EFE,5952.24,GROCERY,4
