codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
118,7252,Rawson,Chubut,A,Daniella Halas,30465532098,Almacén Sur,Avenida Rawson N° 6740,DO,29-2385856,2023-12-05,2025-05-17,-30.557701,-66.61774,CEX,0.0,SHOPPING,4
117,4693,Esquel,Chubut,A,Tommy Easterly,26531852596,Distribuidora Oeste,Blv. Alvear N° 668,VI,29-5004481,2024-03-04,2025-05-17,-42.501896,-69.27095,EFE,1339.15,HORECA,4
106,3050,Bariloche,Río Negro,A,Cynthia Marshall,26484416205,Comercial Oeste,Avenida Río Gallegos N° 67,LU,36-9306503,2024-03-06,2025-05-17,-33.784634,-66.481973,CEX,7687.76,AIRPORT,4
103,5251,Bell Ville,Córdoba,I,Bong Testani,33618425953,Almacén Oeste,Diagonal Posadas N° 891,MI,29-7629384,2025-05-14,2025-05-17,-44.996329,-69.922706,CEX,9009.2,PETROL,4
121,7304,9 de Julio,San Juan,I,Susan Steiger,25205542085,Almacén Este,Diagonal 5 N° 9299,VI,17-3918506,2025-05-23,2025-05-17,-44.531089,-67.991183,EFE,0.0,HORECA,4
117,9847,Campo Quijano,Salta,A,Marguerite Fuhr,20807562383,Almacén Sur,Calle J.B. Alberdi N° 46,MA,38-3810704,2024-09-02,2025-05-17,-26.745353,-65.286984,EFE,4700.51,HORECA,4
101,6961,La Rioja,La Rioja,I,David Platt,20993961821,Almacén Oeste,Camino J.B. Alberdi N° 722,SA,34-0212631,2023-06-13,2025-05-17,-53.939787,-67.050701,CEX,6723.11,AIRPORT,4
115,6489,Villaguay,Entre Ríos,A,Samantha Long,34671047998,Comercial Este,Avenida 5 N° 648,LU,37-1108217,2024-04-13,2025-05-17,-44.137927,-69.846301,CEX,0.0,PETROL,4
111,1215,Villa Unión,La Rioja,A,Kenneth Wheatley,24327018522,Almacén Este,Calle Corrientes N° 14,LU,38-0119566,2025-02-18,2025-05-17,-26.20309,-65.664963,CEX,0.0,RECREATIONAL,4
120,8392,Caleta Olivia,Santa Cruz,A,Carol Campbell,33095992522,Comercial Central,Avenida Catamarca N° 587,LU,26-7193830,2023-10-06,2025-05-17,-29.838616,-66.5526,EFE,4888.03,GROCERY,4
