codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
139,4613,General San Martín,Chaco,I,Ernesto Dean,30511773809,Comercial Oeste,Avenida La Rioja N° 71,SA,37-5574580,2023-10-01,2025-05-18,-30.349188,-68.998715,EFE,0.0,PETROL,5
149,4778,Pirané,Formosa,A,Michael Herron,23442592667,Comercial Norte,Av. Río Negro N° 849,LU,29-1373714,2024-08-20,2025-05-18,-30.529062,-64.466177,EFE,6133.73,SHOPPING,5
144,2816,Jesús María,Córdoba,A,Robert Ward,26121578154,Comercial Este,Blv. San Luis N° 11,DO,29-0073723,2023-08-29,2025-05-18,-27.161004,-66.56949,CEX,3656.7,RESTAURANTE,5
135,1885,Caleta Olivia,Santa Cruz,A,Charles Wright,20864178103,Comercial Central,Diag. 3 N° 874,LU,38-2999362,2025-05-11,2025-05-18,-25.552832,-57.891868,CEX,0.0,HORECA,5
148,4066,Río Grande,Tierra del Fuego,A,Richard Jones,30979972764,Distribuidora Este,Diagonal Salta N° 813,LU,37-2481696,2024-01-08,2025-05-18,-33.750784,-60.098005,CEX,8235.72,RESTAURANTE,5
150,9887,Cipolletti,Río Negro,A,Susan Stonge,33922324325,Distribuidora Sur,Diag. Santa Rosa N° 52,JU,37-3602659,2024-09-06,2025-05-18,-25.108451,-57.177796,EFE,0.0,RECREATIONAL,5
128,3016,Allen,Río Negro,A,Micheal Bartz,24814568370,Distribuidora Sur,Diag. G. Brown N° 757,SA,26-3587418,2024-06-02,2025-05-18,-30.447651,-64.183252,CEX,3534.62,KIOSK,5
148,4393,Neuquén,Neuquén,A,Alan Frank,30078424186,Comercial Oeste,Calle Salta N° 381,MI,38-4523266,2023-07-16,2025-05-18,-39.767298,-69.461492,CEX,0.0,HORECA,5
148,1514,San Ramón de la Nueva Orán,Salta,A,Katherine Ransom,20758925357,Almacén Sur,Diagonal 9 N° 75,LU,35-3449341,2023-07-26,2025-05-18,-32.215803,-63.015611,EFE,0.0,PETROL,5
127,5054,Valle Viejo,Catamarca,A,Greg Nolan,30957955236,Distribuidora Central,Calle Santiago del Estero N° 425,SA,29-5129614,2023-10-03,2025-05-18,-30.381519,-59.49365,CEX,7110.5,PETROL,5
