codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
136,1803,Leandro N. Alem,Misiones,I,Ernesto Dean,30511773809,Comercial Oeste,Avenida La Rioja N° 71,DO,37-5574580,2023-10-01,2025-05-08,-30.349188,-68.998715,CEX,0.0,PETROL,5
144,2005,Guaymallén,Mendoza,I,Michael Herron,23442592667,Comercial Norte,Av. Río Negro N° 849,VI,29-1373714,2024-08-20,2025-05-08,-30.529062,-64.466177,CEX,8730.45,SHOPPING,5
146,6764,Formosa,Formosa,A,Robert Ward,26121578154,Comercial Este,Blv. San Luis N° 11,VI,29-0073723,2023-08-29,2025-05-08,-27.161004,-66.56949,CEX,6388.91,RESTAURANTE,5
128,5501,Cinco Saltos,Río Negro,A,Charles Wright,20864178103,Comercial Central,Diag. 3 N° 874,JU,38-2999362,2025-05-11,2025-05-08,-25.552832,-57.891868,EFE,0.0,HORECA,5
133,3605,Quines,San Luis,A,Richard Jones,30979972764,Distribuidora Este,Diagonal Salta N° 813,SA,37-2481696,2024-01-08,2025-05-08,-33.750784,-60.098005,EFE,7675.34,RESTAURANTE,5
150,2569,Tunuyán,Mendoza,A,Susan Stonge,33922324325,Distribuidora Sur,Diag. Santa Rosa N° 52,LU,37-3602659,2024-09-06,2025-05-08,-25.108451,-57.177796,CEX,0.0,RECREATIONAL,5
132,8600,Corrientes,Corrientes,A,Micheal Bartz,24814568370,Distribuidora Sur,Diag. G. Brown N° 757,VI,26-3587418,2024-06-02,2025-05-08,-30.447651,-64.183252,EFE,0.0,KIOSK,5
147,5274,Aguaray,Salta,A,Alan Frank,30078424186,Comercial Oeste,Calle Salta N° 381,LU,38-4523266,2023-07-16,2025-05-08,-39.767298,-69.461492,CEX,2056.84,HORECA,5
128,8400,San Martín,Mendoza,A,Katherine Ransom,20758925357,Almacén Sur,Diagonal 9 N° 75,DO,35-3449341,2023-07-26,2025-05-08,-32.215803,-63.015611,EFE,0.0,PETROL,5
144,7674,Santa Rosa,Catamarca,A,Greg Nolan,30957955236,Distribuidora Central,Calle Santiago del Estero N° 425,VI,29-5129614,2023-10-03,2025-05-08,-30.381519,-59.49365,EFE,0.0,PETROL,5
