codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
149,7525,Rawson,San Juan,A,Ernesto Dean,30511773809,Comercial Oeste,Avenida La Rioja N° 71,DO,37-5574580,2023-10-01,2025-05-03,-30.349188,-68.998715,CEX,5118.11,PETROL,5
143,7889,Luján de Cuyo,Mendoza,A,Michael Herron,23442592667,Comercial Norte,Av. Río Negro N° 849,DO,29-1373714,2024-08-20,2025-05-03,-30.529062,-64.466177,CEX,0.0,SHOPPING,5
141,3565,Ingeniero Juárez,Formosa,A,Robert Ward,26121578154,Comercial Este,Blv. San Luis N° 11,LU,29-0073723,2023-08-29,2025-05-03,-27.161004,-66.56949,CEX,2972.81,RESTAURANTE,5
148,7486,Leandro N. Alem,Misiones,A,Charles Wright,20864178103,Comercial Central,Diag. 3 N° 874,SA,38-2999362,2025-05-11,2025-05-03,-25.552832,-57.891868,EFE,1930.04,HORECA,5
135,1705,La Banda,Santiago del Estero,A,Richard Jones,30979972764,Distribuidora Este,Diagonal Salta N° 813,MI,37-2481696,2024-01-08,2025-05-03,-33.750784,-60.098005,CEX,0.0,RESTAURANTE,5
131,5220,Caleta Olivia,Santa Cruz,A,Susan Stonge,33922324325,Distribuidora Sur,Diag. Santa Rosa N° 52,SA,37-3602659,2024-09-06,2025-05-03,-25.108451,-57.177796,EFE,0.0,RECREATIONAL,5
143,4428,Libertador General San Martín,Jujuy,A,Micheal Bartz,24814568370,Distribuidora Sur,Diag. G. Brown N° 757,DO,26-3587418,2024-06-02,2025-05-03,-30.447651,-64.183252,CEX,8786.32,KIOSK,5
134,7176,San Vicente,Misiones,A,Alan Frank,30078424186,Comercial Oeste,Calle Salta N° 381,MI,38-4523266,2023-07-16,2025-05-03,-39.767298,-69.461492,CEX,0.0,HORECA,5
140,8084,Perico,Jujuy,A,Katherine Ransom,20758925357,Almacén Sur,Diagonal 9 N° 75,SA,35-3449341,2023-07-26,2025-05-03,-32.215803,-63.015611,EFE,0.0,PETROL,5
149,8272,La Caldera,Salta,A,Greg Nolan,30957955236,Distribuidora Central,Calle Santiago del Estero N° 425,SA,29-5129614,2023-10-03,2025-05-03,-30.381519,-59.49365,CEX,0.0,PETROL,5
