codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
130,3820,Monteros,Tucumán,I,Ernesto Dean,30511773809,Comercial Oeste,Avenida La Rioja N° 71,LU,37-5574580,2023-10-01,2025-04-28,-30.349188,-68.998715,CEX,6691.15,PETROL,5
140,4262,Belgramo,Catamarca,A,Michael Herron,23442592667,Comercial Norte,Av. Río Negro N° 849,MI,29-1373714,2024-08-20,2025-04-28,-30.529062,-64.466177,CEX,0.0,SHOPPING,5
148,7899,San Vicente,Misiones,A,Robert Ward,26121578154,Comercial Este,Blv. San Luis N° 11,LU,29-0073723,2023-08-29,2025-04-28,-27.161004,-66.56949,CEX,8296.7,RESTAURANTE,5
128,6555,Rivadavia,San Juan,I,Charles Wright,20864178103,Comercial Central,Diag. 3 N° 874,SA,38-2999362,2025-05-11,2025-04-28,-25.552832,-57.891868,EFE,0.0,HORECA,5
140,4158,Sarmiento,Chubut,A,Richard Jones,30979972764,Distribuidora Este,Diagonal Salta N° 813,DO,37-2481696,2024-01-08,2025-04-28,-33.750784,-60.098005,EFE,7184.26,RESTAURANTE,5
129,7851,Formosa,Formosa,A,Susan Stonge,33922324325,Distribuidora Sur,Diag. Santa Rosa N° 52,JU,37-3602659,2024-09-06,2025-04-28,-25.108451,-57.177796,EFE,0.0,RECREATIONAL,5
144,1086,Valle Viejo,Catamarca,A,Micheal Bartz,24814568370,Distribuidora Sur,Diag. G. Brown N° 757,JU,26-3587418,2024-06-02,2025-04-28,-30.447651,-64.183252,CEX,0.0,KIOSK,5
146,3712,Ingeniero Juárez,Formosa,A,Alan Frank,30078424186,Comercial Oeste,Calle Salta N° 381,JU,38-4523266,2023-07-16,2025-04-28,-39.767298,-69.461492,CEX,5380.96,HORECA,5
138,2533,Nogoyá,Entre Ríos,A,Katherine Ransom,20758925357,Almacén Sur,Diagonal 9 N° 75,MA,35-3449341,2023-07-26,2025-04-28,-32.215803,-63.015611,CEX,0.0,PETROL,5
130,8057,Rivadavia,Mendoza,A,Greg Nolan,30957955236,Distribuidora Central,Calle Santiago del Estero N° 425,MA,29-5129614,2023-10-03,2025-04-28,-30.381519,-59.49365,EFE,8890.72,PETROL,5
