codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
140,7323,Cutral Có,Neuquén,A,Ernesto Dean,30511773809,Comercial Oeste,Avenida La Rioja N° 71,LU,37-5574580,2023-10-01,2025-05-27,-30.349188,-68.998715,EFE,0.0,PETROL,5
132,3156,Mar del Plata,Buenos Aires,A,Michael Herron,23442592667,Comercial Norte,Av. Río Negro N° 849,DO,29-1373714,2024-08-20,2025-05-27,-30.529062,-64.466177,CEX,0.0,SHOPPING,5
138,1245,Puerto Madryn,Chubut,I,Robert Ward,26121578154,Comercial Este,Blv. San Luis N° 11,VI,29-0073723,2023-08-29,2025-05-27,-27.161004,-66.56949,CEX,0.0,RESTAURANTE,5
136,7252,La Leonesa,Chaco,A,Charles Wright,20864178103,Comercial Central,Diag. 3 N° 874,SA,38-2999362,2025-05-11,2025-05-27,-25.552832,-57.891868,CEX,6015.3,HORECA,5
128,5426,Añatuya,Santiago del Estero,A,Richard Jones,30979972764,Distribuidora Este,Diagonal Salta N° 813,VI,37-2481696,2024-01-08,2025-05-27,-33.750784,-60.098005,EFE,0.0,RESTAURANTE,5
143,6807,Santa Rosa,Catamarca,A,Susan Stonge,33922324325,Distribuidora Sur,Diag. Santa Rosa N° 52,DO,37-3602659,2024-09-06,2025-05-27,-25.108451,-57.177796,EFE,0.0,RECREATIONAL,5
150,5039,Posadas,Misiones,A,Micheal Bartz,24814568370,Distribuidora Sur,Diag. G. Brown N° 757,LU,26-3587418,2024-06-02,2025-05-27,-30.447651,-64.183252,EFE,5354.74,KIOSK,5
135,5702,Palo Santo,Formosa,A,Alan Frank,30078424186,Comercial Oeste,Calle Salta N° 381,MA,38-4523266,2023-07-16,2025-05-27,-39.767298,-69.461492,EFE,9215.21,HORECA,5
130,3827,Comandante Fontana,Formosa,I,Katherine Ransom,20758925357,Almacén Sur,Diagonal 9 N° 75,MA,35-3449341,2023-07-26,2025-05-27,-32.215803,-63.015611,CEX,3851.44,PETROL,5
129,6865,Concordia,Entre Ríos,A,Greg Nolan,30957955236,Distribuidora Central,Calle Santiago del Estero N° 425,LU,29-5129614,2023-10-03,2025-05-27,-30.381519,-59.49365,EFE,7447.4,PETROL,5
