codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
30,3337,Paso de los Libres,Corrientes,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,JU,26-6237983,2023-11-12,2025-05-08,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
48,2541,Rawson,San Juan,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,SA,38-3003852,2023-06-18,2025-05-08,-31.697429,-58.170269,CEX,8377.95,MAYORISTA,1
26,3068,Tolhuin,Tierra del Fuego,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,VI,38-0956969,2024-09-30,2025-05-08,-34.251484,-68.292284,CEX,4588.48,MAYORISTA,1
45,8706,Tres Arroyos,Buenos Aires,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,SA,38-4560975,2023-10-27,2025-05-08,-39.167877,-69.898864,EFE,1764.63,KIOSK,1
29,8970,Viedma,Río Negro,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,VI,38-3967950,2025-05-29,2025-05-08,-53.156518,-67.705129,CEX,9355.25,GROCERY,1
40,3188,Rivadavia,San Juan,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,VI,37-1119721,2024-07-16,2025-05-08,-28.484532,-66.92654,CEX,4198.2,SHOPPING,1
26,1889,Jardín América,Misiones,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,JU,34-4151849,2024-08-09,2025-05-08,-26.972583,-65.399042,CEX,0.0,TEA,1
46,5892,El Carmen,Jujuy,I,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,SA,34-4871202,2024-03-19,2025-05-08,-27.25897,-63.680831,EFE,3811.8,PETROL,1
49,8791,Lamarque,Río Negro,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,SA,29-3278327,2023-10-13,2025-05-08,-29.671533,-66.014904,CEX,0.0,MAYORISTA,1
43,9065,Pirané,Formosa,I,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,MI,26-5521924,2025-01-11,2025-05-08,-26.689345,-65.038835,EFE,3241.17,MAKRO,1
