codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
33,4850,Diamante,Entre Ríos,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,SA,26-6237983,2023-11-12,2025-04-23,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
31,8931,La Rioja,La Rioja,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,MA,38-3003852,2023-06-18,2025-04-23,-31.697429,-58.170269,EFE,0.0,MAYORISTA,1
35,1481,Villa Regina,Río Negro,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,VI,38-0956969,2024-09-30,2025-04-23,-34.251484,-68.292284,EFE,5244.62,MAYORISTA,1
28,3501,Santa María,Catamarca,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,SA,38-4560975,2023-10-27,2025-04-23,-39.167877,-69.898864,CEX,5033.94,KIOSK,1
34,5626,San Vicente,Misiones,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,MI,38-3967950,2025-05-29,2025-04-23,-53.156518,-67.705129,EFE,0.0,GROCERY,1
37,7667,Río Grande,Tierra del Fuego,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,MI,37-1119721,2024-07-16,2025-04-23,-28.484532,-66.92654,EFE,0.0,SHOPPING,1
33,2049,Aguaray,Salta,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,LU,34-4151849,2024-08-09,2025-04-23,-26.972583,-65.399042,EFE,2573.3,TEA,1
41,7299,Presidencia Roque Sáenz Peña,Chaco,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,MA,34-4871202,2024-03-19,2025-04-23,-27.25897,-63.680831,CEX,0.0,PETROL,1
32,7546,Monte Caseros,Corrientes,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,DO,29-3278327,2023-10-13,2025-04-23,-29.671533,-66.014904,CEX,0.0,MAYORISTA,1
32,6220,Rawson,Chubut,I,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,SA,26-5521924,2025-01-11,2025-04-23,-26.689345,-65.038835,CEX,0.0,MAKRO,1
