codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
28,4514,Clodomira,Santiago del Estero,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,DO,26-6237983,2023-11-12,2025-06-08,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
33,6686,Bella Vista,Corrientes,I,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,DO,38-3003852,2023-06-18,2025-06-08,-31.697429,-58.170269,CEX,0.0,MAYORISTA,1
47,1224,Pocito,San Juan,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,LU,38-0956969,2024-09-30,2025-06-08,-34.251484,-68.292284,EFE,0.0,MAYORISTA,1
46,5267,Pirané,Formosa,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,JU,38-4560975,2023-10-27,2025-06-08,-39.167877,-69.898864,CEX,6587.04,KIOSK,1
48,1209,Chos Malal,Neuquén,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,LU,38-3967950,2025-05-29,2025-06-08,-53.156518,-67.705129,EFE,1686.89,GROCERY,1
29,6330,Belgramo,Catamarca,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,SA,37-1119721,2024-07-16,2025-06-08,-28.484532,-66.92654,CEX,0.0,SHOPPING,1
34,3955,Villa María,Córdoba,I,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,VI,34-4151849,2024-08-09,2025-06-08,-26.972583,-65.399042,CEX,2207.08,TEA,1
31,5267,Río Turbio,Santa Cruz,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,JU,34-4871202,2024-03-19,2025-06-08,-27.25897,-63.680831,EFE,0.0,PETROL,1
28,4012,Andalgalá,Catamarca,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,MI,29-3278327,2023-10-13,2025-06-08,-29.671533,-66.014904,EFE,0.0,MAYORISTA,1
37,6899,Puerto San Julián,Santa Cruz,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,VI,26-5521924,2025-01-11,2025-06-08,-26.689345,-65.038835,EFE,0.0,MAKRO,1
