codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
45,4906,Ushuaia,Tierra del Fuego,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,MI,26-6237983,2023-11-12,2025-04-30,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
29,5094,Frías,Santiago del Estero,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,JU,38-3003852,2023-06-18,2025-04-30,-31.697429,-58.170269,EFE,0.0,MAYORISTA,1
46,2300,Dolavon,Chubut,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,JU,38-0956969,2024-09-30,2025-04-30,-34.251484,-68.292284,EFE,1850.05,MAYORISTA,1
43,6937,Pico Truncado,Santa Cruz,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,LU,38-4560975,2023-10-27,2025-04-30,-39.167877,-69.898864,CEX,1801.09,KIOSK,1
38,1788,Ushuaia,Tierra del Fuego,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,SA,38-3967950,2025-05-29,2025-04-30,-53.156518,-67.705129,CEX,9546.89,GROCERY,1
50,1990,Villa Sanagasta,La Rioja,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,VI,37-1119721,2024-07-16,2025-04-30,-28.484532,-66.92654,EFE,9892.36,SHOPPING,1
49,8497,Junín de los Andes,Neuquén,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,DO,34-4151849,2024-08-09,2025-04-30,-26.972583,-65.399042,CEX,0.0,TEA,1
27,6821,Eldorado,Misiones,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,MA,34-4871202,2024-03-19,2025-04-30,-27.25897,-63.680831,CEX,0.0,PETROL,1
37,5956,Santa Fe,Santa Fe,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,VI,29-3278327,2023-10-13,2025-04-30,-29.671533,-66.014904,CEX,0.0,MAYORISTA,1
26,5650,Bariloche,Río Negro,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,DO,26-5521924,2025-01-11,2025-04-30,-26.689345,-65.038835,EFE,0.0,MAKRO,1
