codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
34,7319,Santo Tomé,Santa Fe,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,JU,26-6237983,2023-11-12,2025-05-11,-22.818748,-65.18188,EFE,0.0,RESTAURANTE,1
36,9405,Río Gallegos,Santa Cruz,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,DO,38-3003852,2023-06-18,2025-05-11,-31.697429,-58.170269,CEX,0.0,MAYORISTA,1
33,9089,Tres Arroyos,Buenos Aires,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,DO,38-0956969,2024-09-30,2025-05-11,-34.251484,-68.292284,CEX,0.0,MAYORISTA,1
30,3237,Ushuaia,Tierra del Fuego,I,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,MA,38-4560975,2023-10-27,2025-05-11,-39.167877,-69.898864,EFE,4376.38,KIOSK,1
26,5767,La Banda,Santiago del Estero,I,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,DO,38-3967950,2025-05-29,2025-05-11,-53.156518,-67.705129,EFE,5120.16,GROCERY,1
35,1766,Bariloche,Río Negro,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,JU,37-1119721,2024-07-16,2025-05-11,-28.484532,-66.92654,CEX,0.0,SHOPPING,1
42,9505,Rosario de Lerma,Salta,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,JU,34-4151849,2024-08-09,2025-05-11,-26.972583,-65.399042,EFE,0.0,TEA,1
36,1424,Villa Carlos Paz,Córdoba,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,MI,34-4871202,2024-03-19,2025-05-11,-27.25897,-63.680831,CEX,0.0,PETROL,1
26,3602,Lago Puelo,Chubut,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,MA,29-3278327,2023-10-13,2025-05-11,-29.671533,-66.014904,CEX,8961.47,MAYORISTA,1
41,8867,Río Gallegos,Santa Cruz,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,LU,26-5521924,2025-01-11,2025-05-11,-26.689345,-65.038835,EFE,0.0,MAKRO,1
