codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
31,4906,San Martín,Mendoza,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,VI,26-6237983,2023-11-12,2025-06-05,-22.818748,-65.18188,EFE,6744.43,RESTAURANTE,1
42,1888,San Pedro de Jujuy,Jujuy,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,SA,38-3003852,2023-06-18,2025-06-05,-31.697429,-58.170269,EFE,0.0,MAYORISTA,1
48,9056,El Calafate,Santa Cruz,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,MA,38-0956969,2024-09-30,2025-06-05,-34.251484,-68.292284,CEX,0.0,MAYORISTA,1
37,4354,Fiambalá,Catamarca,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,MI,38-4560975,2023-10-27,2025-06-05,-39.167877,-69.898864,EFE,8273.86,KIOSK,1
29,9505,Villa Carlos Paz,Córdoba,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,VI,38-3967950,2025-05-29,2025-06-05,-53.156518,-67.705129,CEX,2904.58,GROCERY,1
43,3700,Rivadavia,San Juan,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,DO,37-1119721,2024-07-16,2025-06-05,-28.484532,-66.92654,EFE,0.0,SHOPPING,1
26,4112,Junín de los Andes,Neuquén,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,MI,34-4151849,2024-08-09,2025-06-05,-26.972583,-65.399042,CEX,0.0,TEA,1
47,6451,Oberá,Misiones,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,JU,34-4871202,2024-03-19,2025-06-05,-27.25897,-63.680831,EFE,7295.94,PETROL,1
29,9881,Monteros,Tucumán,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,MA,29-3278327,2023-10-13,2025-06-05,-29.671533,-66.014904,EFE,0.0,MAYORISTA,1
33,8683,Esquel,Chubut,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,MI,26-5521924,2025-01-11,2025-06-05,-26.689345,-65.038835,EFE,0.0,MAKRO,1
