codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
39,5046,Pomán,Catamarca,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,VI,26-6237983,2023-11-12,2025-05-19,-22.818748,-65.18188,EFE,8120.07,RESTAURANTE,1
45,8471,Aluminé,Neuquén,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,MI,38-3003852,2023-06-18,2025-05-19,-31.697429,-58.170269,EFE,0.0,MAYORISTA,1
30,8490,Laguna Blanca,Formosa,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,MI,38-0956969,2024-09-30,2025-05-19,-34.251484,-68.292284,EFE,7214.33,MAYORISTA,1
27,2025,Río Grande,Tierra del Fuego,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,VI,38-4560975,2023-10-27,2025-05-19,-39.167877,-69.898864,CEX,0.0,KIOSK,1
46,4505,Goya,Corrientes,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,SA,38-3967950,2025-05-29,2025-05-19,-53.156518,-67.705129,CEX,0.0,GROCERY,1
33,3005,Bariloche,Río Negro,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,LU,37-1119721,2024-07-16,2025-05-19,-28.484532,-66.92654,EFE,0.0,SHOPPING,1
30,3432,Nueva Galia,San Luis,I,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,VI,34-4151849,2024-08-09,2025-05-19,-26.972583,-65.399042,CEX,0.0,TEA,1
45,8822,Centenario,Neuquén,A,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,VI,34-4871202,2024-03-19,2025-05-19,-27.25897,-63.680831,EFE,4966.54,PETROL,1
47,9507,Tolhuin,Tierra del Fuego,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,SA,29-3278327,2023-10-13,2025-05-19,-29.671533,-66.014904,EFE,0.0,MAYORISTA,1
40,6896,Nogoyá,Entre Ríos,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,SA,26-5521924,2025-01-11,2025-05-19,-26.689345,-65.038835,CEX,0.0,MAKRO,1
