codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
43,9426,Tolhuin,Tierra del Fuego,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,JU,26-6237983,2023-11-12,2025-05-23,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
32,7835,Aluminé,Neuquén,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,JU,38-3003852,2023-06-18,2025-05-23,-31.697429,-58.170269,CEX,0.0,MAYORISTA,1
35,4717,Pirané,Formosa,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,MI,38-0956969,2024-09-30,2025-05-23,-34.251484,-68.292284,CEX,0.0,MAYORISTA,1
40,9981,Cutral Có,Neuquén,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,DO,38-4560975,2023-10-27,2025-05-23,-39.167877,-69.898864,CEX,8133.4,KIOSK,1
32,7239,Diamante,Entre Ríos,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,MA,38-3967950,2025-05-29,2025-05-23,-53.156518,-67.705129,CEX,5203.59,GROCERY,1
31,6120,Metán,Salta,A,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,JU,37-1119721,2024-07-16,2025-05-23,-28.484532,-66.92654,CEX,1389.66,SHOPPING,1
39,6928,El Carmen,Jujuy,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,SA,34-4151849,2024-08-09,2025-05-23,-26.972583,-65.399042,EFE,0.0,TEA,1
32,4862,Bariloche,Río Negro,I,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,DO,34-4871202,2024-03-19,2025-05-23,-27.25897,-63.680831,EFE,0.0,PETROL,1
42,1662,Gualeguaychú,Entre Ríos,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,LU,29-3278327,2023-10-13,2025-05-23,-29.671533,-66.014904,EFE,1789.62,MAYORISTA,1
45,4571,Cinco Saltos,Río Negro,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,LU,26-5521924,2025-01-11,2025-05-23,-26.689345,-65.038835,CEX,8247.3,MAKRO,1
