codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
32,4126,Gobernador Gregores,Santa Cruz,A,Bettye Cho,34896606982,Almacén Oeste,Avenida Viedma N° 244,DO,26-6237983,2023-11-12,2025-05-31,-22.818748,-65.18188,CEX,0.0,RESTAURANTE,1
48,3057,Tres Arroyos,Buenos Aires,A,Darnell Flanigan,34874066210,Comercial Norte,Calle San Juan N° 428,MI,38-3003852,2023-06-18,2025-05-31,-31.697429,-58.170269,EFE,0.0,MAYORISTA,1
47,5724,Concordia,Entre Ríos,A,Florence Oliver,23186471661,Almacén Central,Diagonal La Rioja N° 754,SA,38-0956969,2024-09-30,2025-05-31,-34.251484,-68.292284,CEX,0.0,MAYORISTA,1
48,8699,Oberá,Misiones,A,Crystal Seaman,23260722450,Almacén Norte,Av. Omar Nuñez N° 993,DO,38-4560975,2023-10-27,2025-05-31,-39.167877,-69.898864,CEX,0.0,KIOSK,1
28,4115,Esperanza,Santa Fe,A,Rebecca Basile,24069942784,Almacén Este,Av. Ciudad Autónoma de Buenos Aires N° 292,SA,38-3967950,2025-05-29,2025-05-31,-53.156518,-67.705129,CEX,1841.11,GROCERY,1
34,9949,Concepción,Tucumán,I,David Cook,20388351578,Almacén Norte,Diagonal 7 N° 52,LU,37-1119721,2024-07-16,2025-05-31,-28.484532,-66.92654,CEX,0.0,SHOPPING,1
43,9925,Villa Ángela,Chaco,A,Ashlee Dubois,33740020237,Comercial Central,Diagonal Entre Ríos N° 562,LU,34-4151849,2024-08-09,2025-05-31,-26.972583,-65.399042,CEX,2317.49,TEA,1
50,6603,Plottier,Neuquén,I,Jack Jeffreys,26257829749,Comercial Central,Avenida J.M. de Rosas N° 97,SA,34-4871202,2024-03-19,2025-05-31,-27.25897,-63.680831,CEX,1362.9,PETROL,1
38,4442,Rafaela,Santa Fe,A,Christopher Moran,23684120237,Comercial Norte,Avenida Rivadavia N° 614,MI,29-3278327,2023-10-13,2025-05-31,-29.671533,-66.014904,CEX,6766.19,MAYORISTA,1
32,5076,El Calafate,Santa Cruz,A,Pasquale Seligman,30835203534,Distribuidora Norte,Avenida 182 B N° 73,MA,26-5521924,2025-01-11,2025-05-31,-26.689345,-65.038835,EFE,0.0,MAKRO,1
