codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
59,7369,Mar del Plata,Buenos Aires,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,JU,26-2847127,2025-03-05,2025-04-16,-22.443119,-63.56491,EFE,0.0,HOTEL,2
72,6834,Maipú,Mendoza,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,JU,29-1166757,2024-10-05,2025-04-16,-31.29122,-68.175239,EFE,0.0,TEA,2
74,6063,Venado Tuerto,Santa Fe,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,LU,26-3877728,2023-12-06,2025-04-16,-25.179475,-57.66905,EFE,0.0,PETROL,2
70,5878,Bahía Blanca,Buenos Aires,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,VI,37-0171513,2024-04-18,2025-04-16,-39.184432,-70.157768,CEX,7088.31,AIRPORT,2
62,5191,Junín de los Andes,Neuquén,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,MI,29-3516653,2024-08-10,2025-04-16,-31.3388,-58.296764,EFE,0.0,PETROL,2
59,9561,El Calafate,Santa Cruz,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,SA,26-3279831,2024-08-01,2025-04-16,-43.63288,-67.577648,EFE,6275.27,HORECA,2
71,3845,Bell Ville,Córdoba,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,MA,38-3858908,2025-02-09,2025-04-16,-32.139266,-63.316866,EFE,6091.51,GROCERY,2
66,4997,Chilecito,La Rioja,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,JU,26-6539566,2023-07-24,2025-04-16,-27.023447,-66.311619,EFE,1897.66,GROCERY,2
73,8369,Villa Mercedes,San Luis,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,LU,34-8621697,2024-06-07,2025-04-16,-34.880863,-69.756215,CEX,0.0,AIRPORT,2
53,5179,Monte Caseros,Corrientes,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,SA,26-3119422,2025-05-14,2025-04-16,-23.843766,-65.71053,CEX,0.0,HOTEL,2
