codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
53,4086,Ushuaia,Tierra del Fuego,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,DO,26-2847127,2025-03-05,2025-05-15,-22.443119,-63.56491,EFE,0.0,HOTEL,2
64,9728,Caleta Olivia,Santa Cruz,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,SA,29-1166757,2024-10-05,2025-05-15,-31.29122,-68.175239,CEX,0.0,TEA,2
73,6246,Justo Daract,San Luis,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,JU,26-3877728,2023-12-06,2025-05-15,-25.179475,-57.66905,EFE,1308.28,PETROL,2
58,6961,Campana,Buenos Aires,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,MA,37-0171513,2024-04-18,2025-05-15,-39.184432,-70.157768,CEX,0.0,AIRPORT,2
73,2745,Mar del Plata,Buenos Aires,I,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,VI,29-3516653,2024-08-10,2025-05-15,-31.3388,-58.296764,EFE,0.0,PETROL,2
63,8805,Puerto Iguazú,Misiones,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,SA,26-3279831,2024-08-01,2025-05-15,-43.63288,-67.577648,CEX,0.0,HORECA,2
51,1468,Chos Malal,Neuquén,I,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,MI,38-3858908,2025-02-09,2025-05-15,-32.139266,-63.316866,EFE,0.0,GROCERY,2
59,1374,Diamante,Entre Ríos,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,MI,26-6539566,2023-07-24,2025-05-15,-27.023447,-66.311619,EFE,2684.49,GROCERY,2
53,1581,Concepción del Uruguay,Entre Ríos,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,SA,34-8621697,2024-06-07,2025-05-15,-34.880863,-69.756215,EFE,7454.29,AIRPORT,2
67,6226,Villa Sanagasta,La Rioja,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,LU,26-3119422,2025-05-14,2025-05-15,-23.843766,-65.71053,CEX,6223.24,HOTEL,2
