codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
52,8673,Barranqueras,Chaco,I,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,VI,26-2847127,2025-03-05,2025-05-03,-22.443119,-63.56491,CEX,0.0,HOTEL,2
61,7682,Salta,Salta,I,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MA,29-1166757,2024-10-05,2025-05-03,-31.29122,-68.175239,CEX,0.0,TEA,2
74,4306,Salta,Salta,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,JU,26-3877728,2023-12-06,2025-05-03,-25.179475,-57.66905,EFE,3845.52,PETROL,2
73,1327,Chilecito,La Rioja,I,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,JU,37-0171513,2024-04-18,2025-05-03,-39.184432,-70.157768,CEX,9481.57,AIRPORT,2
55,5934,Vinchina,La Rioja,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,DO,29-3516653,2024-08-10,2025-05-03,-31.3388,-58.296764,CEX,6698.84,PETROL,2
60,1103,Rosario de Lerma,Salta,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,LU,26-3279831,2024-08-01,2025-05-03,-43.63288,-67.577648,CEX,0.0,HORECA,2
60,7418,Curuzú Cuatiá,Corrientes,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,JU,38-3858908,2025-02-09,2025-05-03,-32.139266,-63.316866,EFE,0.0,GROCERY,2
64,4015,Pomán,Catamarca,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,DO,26-6539566,2023-07-24,2025-05-03,-27.023447,-66.311619,CEX,7155.17,GROCERY,2
64,8861,Añatuya,Santiago del Estero,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,JU,34-8621697,2024-06-07,2025-05-03,-34.880863,-69.756215,CEX,0.0,AIRPORT,2
58,9509,Andalgalá,Catamarca,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,VI,26-3119422,2025-05-14,2025-05-03,-23.843766,-65.71053,EFE,1629.45,HOTEL,2
