codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
58,1787,Chimbas,San Juan,I,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,SA,26-2847127,2025-03-05,2025-05-17,-22.443119,-63.56491,EFE,6482.71,HOTEL,2
63,7227,Puerto Deseado,Santa Cruz,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MI,29-1166757,2024-10-05,2025-05-17,-31.29122,-68.175239,CEX,0.0,TEA,2
74,5460,Arauco,La Rioja,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,LU,26-3877728,2023-12-06,2025-05-17,-25.179475,-57.66905,EFE,0.0,PETROL,2
52,5914,Ushuaia,Tierra del Fuego,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,DO,37-0171513,2024-04-18,2025-05-17,-39.184432,-70.157768,CEX,0.0,AIRPORT,2
52,1790,Chepes,La Rioja,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,MA,29-3516653,2024-08-10,2025-05-17,-31.3388,-58.296764,CEX,0.0,PETROL,2
69,2465,Puerto Deseado,Santa Cruz,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,MI,26-3279831,2024-08-01,2025-05-17,-43.63288,-67.577648,CEX,8511.57,HORECA,2
62,6849,Reconquista,Santa Fe,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,VI,38-3858908,2025-02-09,2025-05-17,-32.139266,-63.316866,CEX,9847.5,GROCERY,2
62,9686,Campo Quijano,Salta,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,MI,26-6539566,2023-07-24,2025-05-17,-27.023447,-66.311619,CEX,9281.65,GROCERY,2
69,6527,Esquina,Corrientes,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,DO,34-8621697,2024-06-07,2025-05-17,-34.880863,-69.756215,EFE,0.0,AIRPORT,2
52,7126,Pirané,Formosa,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,SA,26-3119422,2025-05-14,2025-05-17,-23.843766,-65.71053,CEX,0.0,HOTEL,2
