codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
75,8920,Esquel,Chubut,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,JU,26-2847127,2025-03-05,2025-04-17,-22.443119,-63.56491,CEX,4603.01,HOTEL,2
64,9436,Empedrado,Corrientes,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MI,29-1166757,2024-10-05,2025-04-17,-31.29122,-68.175239,EFE,0.0,TEA,2
70,6724,Pomán,Catamarca,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,MA,26-3877728,2023-12-06,2025-04-17,-25.179475,-57.66905,CEX,0.0,PETROL,2
62,9434,Mercedes,Corrientes,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,LU,37-0171513,2024-04-18,2025-04-17,-39.184432,-70.157768,CEX,0.0,AIRPORT,2
65,1811,Villa Dolores,Córdoba,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,SA,29-3516653,2024-08-10,2025-04-17,-31.3388,-58.296764,EFE,0.0,PETROL,2
74,6458,Luján de Cuyo,Mendoza,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,DO,26-3279831,2024-08-01,2025-04-17,-43.63288,-67.577648,CEX,6454.21,HORECA,2
57,7114,Godoy Cruz,Mendoza,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,MI,38-3858908,2025-02-09,2025-04-17,-32.139266,-63.316866,CEX,2483.4,GROCERY,2
52,5628,Aguaray,Salta,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,DO,26-6539566,2023-07-24,2025-04-17,-27.023447,-66.311619,EFE,0.0,GROCERY,2
66,6246,Zárate,Buenos Aires,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,LU,34-8621697,2024-06-07,2025-04-17,-34.880863,-69.756215,CEX,0.0,AIRPORT,2
64,3185,Quimilí,Santiago del Estero,I,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,MA,26-3119422,2025-05-14,2025-04-17,-23.843766,-65.71053,EFE,0.0,HOTEL,2
