codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
57,5076,Laguna Blanca,Formosa,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,JU,26-2847127,2025-03-05,2025-05-19,-22.443119,-63.56491,EFE,1954.28,HOTEL,2
59,8624,Tolhuin,Tierra del Fuego,I,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,DO,29-1166757,2024-10-05,2025-05-19,-31.29122,-68.175239,CEX,3062.28,TEA,2
70,3650,El Colorado,Formosa,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,MA,26-3877728,2023-12-06,2025-05-19,-25.179475,-57.66905,CEX,0.0,PETROL,2
71,4222,Rawson,Chubut,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,LU,37-0171513,2024-04-18,2025-05-19,-39.184432,-70.157768,EFE,6380.79,AIRPORT,2
67,7563,Justo Daract,San Luis,I,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,MA,29-3516653,2024-08-10,2025-05-19,-31.3388,-58.296764,EFE,0.0,PETROL,2
51,7553,Junín de los Andes,Neuquén,I,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,MA,26-3279831,2024-08-01,2025-05-19,-43.63288,-67.577648,CEX,0.0,HORECA,2
66,2907,Metán,Salta,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,MA,38-3858908,2025-02-09,2025-05-19,-32.139266,-63.316866,CEX,2030.65,GROCERY,2
68,5091,Paraná,Entre Ríos,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,JU,26-6539566,2023-07-24,2025-05-19,-27.023447,-66.311619,CEX,7654.12,GROCERY,2
75,4218,Pocito,San Juan,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,LU,34-8621697,2024-06-07,2025-05-19,-34.880863,-69.756215,EFE,0.0,AIRPORT,2
52,8159,Bariloche,Río Negro,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,LU,26-3119422,2025-05-14,2025-05-19,-23.843766,-65.71053,CEX,2261.11,HOTEL,2
