codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
57,8297,Recreo,Catamarca,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,MI,26-2847127,2025-03-05,2025-05-30,-22.443119,-63.56491,EFE,0.0,HOTEL,2
68,5225,San Martín de los Andes,Neuquén,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MI,29-1166757,2024-10-05,2025-05-30,-31.29122,-68.175239,EFE,0.0,TEA,2
64,4824,Las Heras,Santa Cruz,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,SA,26-3877728,2023-12-06,2025-05-30,-25.179475,-57.66905,EFE,9244.84,PETROL,2
73,7069,Calingasta,San Juan,I,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,DO,37-0171513,2024-04-18,2025-05-30,-39.184432,-70.157768,EFE,9933.16,AIRPORT,2
71,4602,Paraná,Entre Ríos,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,SA,29-3516653,2024-08-10,2025-05-30,-31.3388,-58.296764,CEX,0.0,PETROL,2
72,9433,San Martín de los Andes,Neuquén,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,DO,26-3279831,2024-08-01,2025-05-30,-43.63288,-67.577648,EFE,0.0,HORECA,2
63,4107,Gualeguaychú,Entre Ríos,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,VI,38-3858908,2025-02-09,2025-05-30,-32.139266,-63.316866,EFE,0.0,GROCERY,2
59,4945,Las Breñas,Chaco,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,MA,26-6539566,2023-07-24,2025-05-30,-27.023447,-66.311619,EFE,0.0,GROCERY,2
61,5726,Perico,Jujuy,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,SA,34-8621697,2024-06-07,2025-05-30,-34.880863,-69.756215,CEX,9663.6,AIRPORT,2
74,9958,Gualeguay,Entre Ríos,I,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,JU,26-3119422,2025-05-14,2025-05-30,-23.843766,-65.71053,EFE,0.0,HOTEL,2
