codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
75,6665,General Roca,Río Negro,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,MI,26-2847127,2025-03-05,2025-05-13,-22.443119,-63.56491,EFE,0.0,HOTEL,2
52,4510,Sunchales,Santa Fe,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,VI,29-1166757,2024-10-05,2025-05-13,-31.29122,-68.175239,CEX,5672.02,TEA,2
72,4687,Río Gallegos,Santa Cruz,I,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,JU,26-3877728,2023-12-06,2025-05-13,-25.179475,-57.66905,CEX,8094.53,PETROL,2
55,1355,Empedrado,Corrientes,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,MA,37-0171513,2024-04-18,2025-05-13,-39.184432,-70.157768,EFE,0.0,AIRPORT,2
61,5881,Tolhuin,Tierra del Fuego,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,MI,29-3516653,2024-08-10,2025-05-13,-31.3388,-58.296764,EFE,0.0,PETROL,2
72,7344,Curuzú Cuatiá,Corrientes,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,SA,26-3279831,2024-08-01,2025-05-13,-43.63288,-67.577648,CEX,3516.99,HORECA,2
62,9982,Quitilipi,Chaco,I,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,LU,38-3858908,2025-02-09,2025-05-13,-32.139266,-63.316866,EFE,0.0,GROCERY,2
69,1146,Río Grande,Tierra del Fuego,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,LU,26-6539566,2023-07-24,2025-05-13,-27.023447,-66.311619,EFE,0.0,GROCERY,2
73,9396,Esperanza,Santa Fe,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,MI,34-8621697,2024-06-07,2025-05-13,-34.880863,-69.756215,CEX,6562.12,AIRPORT,2
54,8025,Cutral Có,Neuquén,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,SA,26-3119422,2025-05-14,2025-05-13,-23.843766,-65.71053,CEX,0.0,HOTEL,2
