codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
59,3526,Palpalá,Jujuy,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,SA,26-2847127,2025-03-05,2025-04-13,-22.443119,-63.56491,CEX,2258.35,HOTEL,2
68,3343,Gualeguay,Entre Ríos,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MA,29-1166757,2024-10-05,2025-04-13,-31.29122,-68.175239,CEX,0.0,TEA,2
66,9560,Bariloche,Río Negro,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,SA,26-3877728,2023-12-06,2025-04-13,-25.179475,-57.66905,CEX,0.0,PETROL,2
54,3618,Río Grande,Tierra del Fuego,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,SA,37-0171513,2024-04-18,2025-04-13,-39.184432,-70.157768,EFE,5669.49,AIRPORT,2
66,5000,Bahía Blanca,Buenos Aires,I,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,JU,29-3516653,2024-08-10,2025-04-13,-31.3388,-58.296764,CEX,0.0,PETROL,2
75,1661,Clorinda,Formosa,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,SA,26-3279831,2024-08-01,2025-04-13,-43.63288,-67.577648,EFE,0.0,HORECA,2
51,1017,San Fernando del Valle de Catamarca,Catamarca,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,SA,38-3858908,2025-02-09,2025-04-13,-32.139266,-63.316866,CEX,2739.63,GROCERY,2
56,4870,Villa María,Córdoba,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,LU,26-6539566,2023-07-24,2025-04-13,-27.023447,-66.311619,EFE,0.0,GROCERY,2
75,6049,Ushuaia,Tierra del Fuego,I,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,MA,34-8621697,2024-06-07,2025-04-13,-34.880863,-69.756215,EFE,8462.41,AIRPORT,2
72,9370,Pico Truncado,Santa Cruz,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,DO,26-3119422,2025-05-14,2025-04-13,-23.843766,-65.71053,EFE,0.0,HOTEL,2
