codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
62,2530,Tilisarao,San Luis,A,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,DO,26-2847127,2025-03-05,2025-06-10,-22.443119,-63.56491,CEX,0.0,HOTEL,2
54,4746,San Francisco,Córdoba,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,SA,29-1166757,2024-10-05,2025-06-10,-31.29122,-68.175239,EFE,5816.44,TEA,2
58,4696,Rosario,Santa Fe,I,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,MI,26-3877728,2023-12-06,2025-06-10,-25.179475,-57.66905,EFE,0.0,PETROL,2
70,4397,Maipú,Mendoza,I,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,JU,37-0171513,2024-04-18,2025-06-10,-39.184432,-70.157768,EFE,4150.97,AIRPORT,2
66,9395,San Ramón de la Nueva Orán,Salta,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,VI,29-3516653,2024-08-10,2025-06-10,-31.3388,-58.296764,CEX,0.0,PETROL,2
71,3323,Libertador General San Martín,Jujuy,A,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,SA,26-3279831,2024-08-01,2025-06-10,-43.63288,-67.577648,EFE,0.0,HORECA,2
57,2278,Resistencia,Chaco,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,MA,38-3858908,2025-02-09,2025-06-10,-32.139266,-63.316866,CEX,0.0,GROCERY,2
63,6043,Las Lomitas,Formosa,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,VI,26-6539566,2023-07-24,2025-06-10,-27.023447,-66.311619,EFE,5007.5,GROCERY,2
58,3881,Aimogasta,La Rioja,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,MI,34-8621697,2024-06-07,2025-06-10,-34.880863,-69.756215,EFE,0.0,AIRPORT,2
63,2719,Gualeguay,Entre Ríos,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,MA,26-3119422,2025-05-14,2025-06-10,-23.843766,-65.71053,EFE,0.0,HOTEL,2
