codigo_sucursal,codigo_cliente,ciudad,provincia,estado,nombre_cliente,cuit,razon_social,direccion,dias_visita,telefono,fecha_alta,fecha_baja,lat,long,condicion_venta,deuda_vencida,tipo_negocio,n_distribuidor
61,2081,San Fernando del Valle de Catamarca,Catamarca,I,Brian Fulton,23368881720,Almacén Sur,Diagonal Ciudad Autónoma de Buenos Aires N° 999,MA,26-2847127,2025-03-05,2025-04-30,-22.443119,-63.56491,EFE,6490.89,HOTEL,2
72,1838,San Francisco,Córdoba,A,Kelly Ronn,30887752306,Comercial Sur,Calle Formosa N° 398,MA,29-1166757,2024-10-05,2025-04-30,-31.29122,-68.175239,CEX,5000.85,TEA,2
53,5388,Unión,San Luis,A,Miguel Swank,26542841806,Almacén Central,Diagonal 7 N° 844,MA,26-3877728,2023-12-06,2025-04-30,-25.179475,-57.66905,EFE,5625.15,PETROL,2
58,9237,Rosario,Santa Fe,A,Helen Laflamme,23159669979,Almacén Sur,Av. San Juan N° 4885,VI,37-0171513,2024-04-18,2025-04-30,-39.184432,-70.157768,CEX,0.0,AIRPORT,2
73,2041,Recreo,Catamarca,A,Stephen Jahnke,34797659505,Comercial Este,Avenida Paraná N° 43,SA,29-3516653,2024-08-10,2025-04-30,-31.3388,-58.296764,EFE,0.0,PETROL,2
54,2553,Calingasta,San Juan,I,Ronda Threet,26951220462,Almacén Central,Diagonal La Rioja N° 617,DO,26-3279831,2024-08-01,2025-04-30,-43.63288,-67.577648,CEX,7336.71,HORECA,2
75,9257,Apostoles,Misiones,A,Bessie Reynolds,27036753525,Comercial Oeste,Av. Río Gallegos N° 71,LU,38-3858908,2025-02-09,2025-04-30,-32.139266,-63.316866,EFE,0.0,GROCERY,2
61,9443,Chimbas,San Juan,A,Bonnie Ferreira,24277312418,Almacén Oeste,Av. Formosa N° 368,SA,26-6539566,2023-07-24,2025-04-30,-27.023447,-66.311619,EFE,0.0,GROCERY,2
51,8386,Las Heras,Santa Cruz,A,Paul Tsosie,25890997977,Almacén Central,Avenida J.J. Castelli N° 586,VI,34-8621697,2024-06-07,2025-04-30,-34.880863,-69.756215,EFE,0.0,AIRPORT,2
66,3331,Ushuaia,Tierra del Fuego,A,Anthony Sutton,25180115752,Almacén Central,Av. Pte. Perón N° 473,SA,26-3119422,2025-05-14,2025-04-30,-23.843766,-65.71053,CEX,0.0,HOTEL,2
